Story Points,Epic Size,Story Cycle Time (Bus. Days),Story Lead Time (Bus. Days),Epic Cycle Time (Bus. Days),Epic Lead Time (Bus. Days),Feature Cycle Time (Bus. Days),Feature Lead Time (Bus. Days),Theme Cycle Time (Bus. Days),Theme Lead Time (Bus. Days),To Do,Data analysis,Ready for Dev,In Progress,In Dev,In Test,Test Failed,In Review,Blocked,Ready for Test,Story Done
5,84,1,11,150,159,149,164,219,223,11,0,0,1,0,0,0,0,0,0,31
3,59,4,20,111,120,211,213,219,223,17,0,0,4,0,0,0,0,0,0,21
0,59,1,3,111,120,211,213,219,223,3,0,0,1,0,0,0,0,0,0,39
5,9,1,7,47,57,149,164,219,223,9,0,0,1,0,0,0,0,0,0,32
5,28,3,7,51,61,149,164,219,223,7,0,0,3,0,0,0,0,0,0,32
8,26,6,7,45,46,149,164,219,223,4,0,0,6,0,0,0,0,0,0,32
8,26,1,7,45,46,149,164,219,223,9,0,0,1,0,0,0,0,0,0,32
3,59,6,20,129,138,149,164,219,223,15,0,0,6,0,0,0,0,0,0,121
5,12,1,7,49,55,149,164,219,223,9,0,0,1,0,0,0,0,0,0,32
5,5,1,7,36,46,149,164,219,223,9,0,0,-2,0,0,0,0,0,0,31
3,5,1,2,36,46,149,164,219,223,4,0,0,-2,0,0,0,0,0,0,36
8,52,15,17,135,151,149,164,219,223,5,0,0,15,0,0,0,0,0,0,22
3,59,9,8,129,138,149,164,219,223,2,0,0,9,0,0,0,0,0,0,131
0,16,1,10,49,64,149,164,219,223,10,0,0,1,0,0,0,0,0,0,31
0,59,1,10,111,120,211,213,219,223,10,0,0,1,0,0,0,0,0,0,31
3,59,1,16,111,120,211,213,219,223,16,0,0,1,0,0,0,0,0,0,25
3,26,4,20,45,46,149,164,219,223,16,0,0,4,0,0,0,0,0,0,11
3,16,5,30,49,64,149,164,219,223,26,0,0,5,0,0,0,0,0,0,11
3,54,4,18,140,141,149,164,219,223,16,0,0,4,0,0,0,0,0,0,21
3,23,16,19,125,181,211,213,219,223,3,0,0,16,0,0,0,0,0,0,21
8,56,16,19,211,213,211,213,219,223,3,0,0,16,0,0,0,0,0,0,21
0,56,7,9,211,213,211,213,219,223,3,0,0,7,0,0,0,0,0,0,30
3,59,27,36,111,120,211,213,219,223,11,0,0,27,0,0,0,0,0,0,2
5,16,1,1,49,64,149,164,219,223,1,0,0,1,0,0,0,0,0,0,36
1,32,5,25,40,57,211,213,219,223,21,0,0,5,0,0,0,0,0,0,11
3,32,8,15,40,57,211,213,219,223,7,0,0,8,0,0,0,0,0,0,21
0,26,1,5,45,46,149,164,219,223,5,0,0,1,0,0,0,0,0,0,31
3,14,1,3,23,29,149,164,219,223,5,0,0,1,0,0,0,0,0,0,31
3,59,1,10,111,120,211,213,219,223,10,0,0,1,0,0,0,0,0,0,25
0,26,1,14,45,46,149,164,219,223,14,0,0,1,0,0,0,0,0,0,21
5,9,5,11,47,57,149,164,219,223,7,0,0,5,0,0,0,0,0,0,21
5,12,5,11,49,55,149,164,219,223,7,0,0,5,0,0,0,0,0,0,21
8,26,5,11,45,46,149,164,219,223,7,0,0,5,0,0,0,0,0,0,21
0,26,1,3,45,46,149,164,219,223,1,0,0,1,0,0,0,0,0,0,31
1,3,1,5,1,5,149,164,219,223,5,0,0,1,0,0,0,0,0,0,28
0,59,1,3,111,120,211,213,219,223,1,0,0,1,0,0,0,0,0,0,31
0,59,1,3,111,120,211,213,219,223,1,0,0,1,0,0,0,0,0,0,31
5,52,7,11,135,151,149,164,219,223,4,0,0,7,0,0,0,0,0,0,21
3,84,2,5,150,159,149,164,219,223,3,0,0,1.5,0,0,0,0,0,0,12.5
8,8,10,20,33,39,149,164,219,223,10,0,0,5,0,0,0,2,0,0,12
3,14,1,13,23,29,149,164,219,223,11,0,0,1,0,0,0,0,0,0,21
2,28,4,10,51,61,149,164,219,223,7,0,0,4,0,0,0,0,0,0,21
3,84,4,10,150,159,149,164,219,223,7,0,0,4,0,0,0,0,0,0,21
3,16,4,10,49,64,149,164,219,223,7,0,0,4,0,0,0,0,0,0,21
3,59,9,8,129,138,149,164,219,223,2,0,0,9,0,0,0,0,0,0,131
3,14,6,10,23,29,149,164,219,223,4,0,0,6,0,0,0,0,0,0,22
5,84,10,10,150,159,149,164,219,223,1,0,0,10,0,0,0,0,0,0,21
1,54,6,20,140,141,149,164,219,223,15,0,0,6,0,0,0,0,0,0,121
3,7,8,10,58,60,149,164,219,223,3,0,0,8,0,0,0,0,0,0,21
8,49,8,10,149,154,149,164,219,223,3,0,0,8,0,0,0,0,0,0,21
1,14,5,10,23,29,149,164,219,223,6,0,0,5,0,0,0,0,0,0,21
3,12,5,10,49,55,149,164,219,223,6,0,0,5,0,0,0,0,0,0,21
0,3,1,1,8,8,149,164,219,223,1,0,0,1,0,0,0,1,0,0,31
0,3,4,8,8,8,149,164,219,223,7,0,0,4,0,0,0,0,0,0,21
2,23,9,10,125,181,211,213,219,223,1,0,0,9,0,0,0,0,0,0,21
13,56,8,6,211,213,211,213,219,223,1,0,0,8,0,0,0,0,0,0,22
8,56,29,27,211,213,211,213,219,223,1,0,0,29,0,0,0,0,0,0,1
5,52,7,8,135,151,149,164,219,223,3,0,0,7,0,0,0,0,0,0,131
3,84,8,10,150,159,149,164,219,223,3,0,0,8,0,0,0,0,0,0,131
3,32,4,10,40,57,211,213,219,223,4,0,0,4,0,0,0,0,0,0,21
0,32,9,10,40,57,211,213,219,223,0,0,0,9,0,0,0,0,0,0,18
0,3,6,8,15,25,149,164,219,223,4,0,0,6,0,0,0,0,0,0,131
8,52,7,8,135,151,149,164,219,223,3,0,0,7,0,0,0,0,0,0,131
3,26,1,3,45,46,149,164,219,223,1,0,0,1,0,0,0,0,0,0,21
5,52,7,10,135,151,149,164,219,223,4,0,0,7,0,0,0,0,0,0,12
5,12,5,13,49,55,149,164,219,223,7,0,0,5,0,0,0,0,0,0,11
5,9,5,13,47,57,149,164,219,223,7,0,0,5,0,0,0,0,0,0,11
8,26,5,13,45,46,149,164,219,223,7,0,0,5,0,0,0,0,0,0,11
3,7,6,10,58,60,149,164,219,223,5,0,0,6,0,0,0,0,0,0,11
8,49,6,10,149,154,149,164,219,223,5,0,0,6,0,0,0,0,0,0,11
3,12,6,10,49,55,149,164,219,223,5,0,0,6,0,0,0,0,0,0,11
4,4,10,18,30,43,149,164,219,223,10,0,0,10,0,0,0,0,0,0,1
10,56,10,10,211,213,211,213,219,223,1,0,0,10,0,0,0,0,0,0,11
3,84,1,58,150,159,149,164,219,223,60,0,0,1,0,0,0,0,0,0,81
13,9,7,7,56,62,149,164,219,223,3,0,0,7,0,0,0,0,0,0,12
3,59,1,8,129,138,149,164,219,223,10,0,0,1,0,0,0,0,0,0,131
3,32,1,6,40,57,211,213,219,223,6,0,0,1,0,0,0,0,0,0,10
3,32,1,5,40,57,211,213,219,223,5,0,0,1,0,0,0,0,0,0,11
3,32,14,12,40,57,211,213,219,223,1,0,0,8,0,0,0,6,0,0,2
5,84,1,8,150,159,149,164,219,223,10,0,0,1,0,0,0,0,0,0,131
3,32,1,12,40,57,211,213,219,223,14,0,0,1,0,0,0,0,0,0,2
1,1,9,13,7,13,149,164,219,223,6,0,0,9,0,0,0,0,0,0,1
1,32,1,5,40,57,211,213,219,223,5,0,0,1,0,0,0,0,0,0,10
1,32,1,5,40,57,211,213,219,223,5,0,0,1,0,0,0,0,0,0,10
0,52,1,10,135,151,149,164,219,223,10,0,0,1,0,0,0,0,0,0,131
3,32,1,1,40,57,211,213,219,223,1,0,0,1,0,0,0,0,0,0,14
3,32,1,1,40,57,211,213,219,223,1,0,0,1,0,0,0,0,0,0,14
3,32,1,5,40,57,211,213,219,223,5,0,0,1,0,0,0,0,0,0,10
1,26,3,5,45,46,149,164,219,223,1,0,0,3,0,0,0,0,0,0,11
1,32,1,11,40,57,211,213,219,223,11,0,0,1,0,0,0,0,0,0,2
0,49,1,8,149,154,149,164,219,223,10,0,0,1,0,0,0,0,0,0,131
4,56,9,11,211,213,211,213,219,223,3,0,0,9,0,0,0,0,0,0,1
3,12,2,13,49,55,149,164,219,223,10,0,0,2,0,0,0,0,0,0,1
8,49,2,13,149,154,149,164,219,223,10,0,0,2,0,0,0,0,0,0,1
3,7,2,13,58,60,149,164,219,223,10,0,0,2,0,0,0,0,0,0,1
4,56,9,11,211,213,211,213,219,223,3,0,0,9,0,0,0,0,0,0,1
5,3,2,13,4,13,149,164,219,223,10,0,0,2,0,0,0,0,0,0,1
5,9,9,10,56,62,149,164,219,223,2,0,0,9,0,0,0,0,0,0,1
5,9,1,8,47,57,149,164,219,223,10,0,0,1,0,0,0,0,0,0,1
0,84,8,20,150,159,149,164,219,223,10,0,0,8,0,0,0,0,0,0,140
8,26,1,8,45,46,149,164,219,223,10,0,0,1,0,0,0,0,0,0,1
5,12,1,8,49,55,149,164,219,223,10,0,0,1,0,0,0,0,0,0,1
3,32,1,1,40,57,211,213,219,223,1,0,0,1,0,0,0,0,0,0,11
0,3,6,8,8,10,149,164,219,223,1,0,0,6,0,0,0,0,0,0,1
3,32,1,1,40,57,211,213,219,223,3,0,0,1,0,0,0,0,0,0,1
3,32,1,1,40,57,211,213,219,223,3,0,0,1,0,0,0,0,0,0,2
3,84,9,10,150,159,149,164,219,223,2,0,0,9,0,0,0,0,0,0,130
3,84,9,8,150,159,149,164,219,223,1,0,0,9,0,0,0,0,0,0,131
5,49,10,10,149,154,149,164,219,223,1,0,0,10,0,0,0,0,0,0,130
0,52,1,11,135,151,149,164,219,223,10,0,0,1,0,0,0,0,0,0,130
1,59,1,20,129,138,149,164,219,223,20,0,0,1,0,0,0,0,0,0,120
5,49,10,10,149,154,149,164,219,223,1,0,0,10,0,0,0,0,0,0,130
0,84,2,19,150,159,149,164,219,223,15,0,0,2,0,0,0,0,0,0,141
3,59,7,6,129,138,149,164,219,223,2,0,0,7,0,0,0,0,0,0,131
3,3,1,1,15,25,149,164,219,223,3,0,0,1,0,0,0,0,0,0,131
0,59,2,19,129,138,149,164,219,223,15,0,0,2,0,0,0,0,0,0,141
5,59,1,5,129,138,149,164,219,223,2,0,0,1,0,0,0,0,0,0,131
8,52,9,11,135,151,149,164,219,223,3,0,0,4.5,0,0,0,0,0,0,121
5,54,5,13,140,141,149,164,219,223,6,0,0,3,0,0,0,0,0,0,122
0,52,2,19,135,151,149,164,219,223,15,0,0,2,0,0,0,0,0,0,141
5,52,1,3,135,151,149,164,219,223,1,0,0,3,0,0,0,0,0,0,61.5
5,54,6,13,140,141,149,164,219,223,6,0,0,6,0,0,0,0,0,0,121
3,59,6,13,129,138,149,164,219,223,6,0,0,6,0,0,0,0,0,0,121
8,49,6,13,149,154,149,164,219,223,6,0,0,6,0,0,0,0,0,0,121
5,49,6,13,149,154,149,164,219,223,6,0,0,6,0,0,0,0,0,0,121
3,59,6,13,129,138,149,164,219,223,6,0,0,6,0,0,0,0,0,0,121
3,59,6,13,129,138,149,164,219,223,6,0,0,6,0,0,0,0,0,0,121
3,59,6,13,129,138,149,164,219,223,6,0,0,6,0,0,0,0,0,0,121
3,84,3,13,150,159,149,164,219,223,8,0,0,3,0,0,0,0,0,0,121
3,59,1,13,129,138,149,164,219,223,11,0,0,1,0,0,0,0,0,0,121
5,49,9,15,149,154,149,164,219,223,6,0,0,9,0,0,0,0,0,0,140
5,49,2,13,149,154,149,164,219,223,10,0,0,2,0,0,0,0,0,0,122
5,84,5,14,150,159,149,164,219,223,6,0,0,5,0,0,0,0,0,0,122
1,84,1,11,150,159,149,164,219,223,11,0,0,1,0,0,0,0,0,0,120
3,84,5,11,150,159,149,164,219,223,5,0,0,5,0,0,0,0,0,0,122
5,52,5,11,135,151,149,164,219,223,5,0,0,5,0,0,0,0,0,0,122
5,59,5,11,129,138,149,164,219,223,5,0,0,5,0,0,0,0,0,0,122
2,84,1,8,150,159,149,164,219,223,10,0,0,1,0,0,0,0,0,0,121
1,52,3,10,135,151,149,164,219,223,8,0,0,3,0,0,0,0,0,0,121
5,49,7,11,149,154,149,164,219,223,4,0,0,7,0,0,0,0,0,0,120
5,59,8,15,129,138,149,164,219,223,5,0,0,8,0,0,0,0,0,0,140
3,84,1,10,150,159,149,164,219,223,10,0,0,1,0,0,0,0,0,0,121
8,52,1,10,135,151,149,164,219,223,10,0,0,1,0,0,0,0,0,0,120
5,49,1,7,149,154,149,164,219,223,9,0,0,1,0,0,0,0,0,0,121
5,49,7,10,149,154,149,164,219,223,5,0,0,7,0,0,0,0,0,0,141
1,54,7,9,140,141,149,164,219,223,1,0,0,7,0,0,0,0,0,0,120
3,52,4,16,135,151,149,164,219,223,12,0,0,4,0,0,0,0,0,0,111
3,59,3,15,129,138,149,164,219,223,12,0,0,3,0,0,0,0,0,0,111
0,59,1,45,129,138,149,164,219,223,45,0,0,1,0,0,0,0,0,0,80
3,59,2,7,129,138,149,164,219,223,4,0,0,2,0,0,0,0,0,0,122
5,49,8,15,149,154,149,164,219,223,5,0,0,8,0,0,0,0,0,0,140
5,84,5,10,150,159,149,164,219,223,6,0,0,5,0,0,0,0,0,0,111
3,49,9,10,149,154,149,164,219,223,2,0,0,9,0,0,0,0,0,0,112
8,52,9,10,135,151,149,164,219,223,1,0,0,9,0,0,0,0,0,0,112
3,84,7,11,150,159,149,164,219,223,5,0,0,7,0,0,0,0,0,0,141
5,54,4,11,140,141,149,164,219,223,8,0,0,4,0,0,0,0,0,0,111
5,52,4,11,135,151,149,164,219,223,8,0,0,4,0,0,0,0,0,0,111
3,59,4,11,129,138,149,164,219,223,8,0,0,4,0,0,0,0,0,0,111
5,49,5,12,149,154,149,164,219,223,7,0,0,5,0,0,0,0,0,0,112
3,84,4,11,150,159,149,164,219,223,8,0,0,4,0,0,0,0,0,0,111
5,59,4,11,129,138,149,164,219,223,8,0,0,4,0,0,0,0,0,0,111
5,49,4,11,149,154,149,164,219,223,8,0,0,4,0,0,0,0,0,0,111
5,54,4,11,140,141,149,164,219,223,8,0,0,4,0,0,0,0,0,0,111
3,54,1,41,140,141,149,164,219,223,42,0,0,1,0,0,0,0,0,0,80
5,52,5,11,135,151,149,164,219,223,7,0,0,5,0,0,0,0,0,0,112
5,84,5,11,150,159,149,164,219,223,7,0,0,5,0,0,0,0,0,0,57
3,59,3,11,129,138,149,164,219,223,8,0,0,3,0,0,0,0,0,0,111
3,84,3,11,150,159,149,164,219,223,8,0,0,3,0,0,0,0,0,0,111
3,59,1,11,129,138,149,164,219,223,11,0,0,1,0,0,0,0,0,0,111
3,54,3,11,140,141,149,164,219,223,8,0,0,1,0,0,0,0,0,0,111
3,59,3,11,129,138,149,164,219,223,8,0,0,3,0,0,0,0,0,0,111
8,49,3,11,149,154,149,164,219,223,8,0,0,1,0,0,0,0,0,0,111
5,49,3,11,149,154,149,164,219,223,8,0,0,1,0,0,0,0,0,0,111
3,59,1,1,129,138,149,164,219,223,1,0,0,1,0,0,0,0,0,0,60.5
1,59,1,11,129,138,149,164,219,223,11,0,0,1,0,0,0,0,0,0,111
1,52,3,11,135,151,149,164,219,223,8,0,0,3,0,0,0,0,0,0,111
1,54,3,11,140,141,149,164,219,223,8,0,0,3,0,0,0,0,0,0,111
1,59,1,11,129,138,149,164,219,223,11,0,0,1,0,0,0,0,0,0,110
8,52,1,11,135,151,149,164,219,223,11,0,0,1,0,0,0,0,0,0,110
1,52,1,10,135,151,149,164,219,223,10,0,0,1,0,0,0,0,0,0,111
5,49,1,11,149,154,149,164,219,223,11,0,0,1,0,0,0,0,0,0,110
1,54,1,10,140,141,149,164,219,223,10,0,0,1,0,0,0,0,0,0,110
1,84,1,10,150,159,149,164,219,223,10,0,0,1,0,0,0,0,0,0,110
2,54,5,5,140,141,149,164,219,223,1,0,0,5,0,0,0,0,0,0,112
3,49,8,10,149,154,149,164,219,223,3,0,0,8,0,0,0,0,0,0,102
8,52,7,9,135,151,149,164,219,223,3,0,0,7,0,0,0,0,0,0,103
2,84,3,14,150,159,149,164,219,223,8,0,0,3,0,0,0,0,0,0,102
5,54,8,11,140,141,149,164,219,223,3,0,0,8,0,0,0,0,0,0,101
5,52,8,11,135,151,149,164,219,223,5,0,0,8,0,0,0,0,0,0,100
5,84,8,12,150,159,149,164,219,223,5,0,0,8,0,0,0,0,0,0,102
5,54,6,11,140,141,149,164,219,223,4,0,0,6,0,0,0,0,0,0,100
5,52,1,2,135,151,149,164,219,223,4,0,0,-2,0,0,0,0,0,0,106
3,59,1,2,129,138,149,164,219,223,4,0,0,-2,0,0,0,0,0,0,106
5,54,1,2,140,141,149,164,219,223,4,0,0,-2,0,0,0,0,0,0,106
5,54,6,11,140,141,149,164,219,223,4,0,0,6,0,0,0,0,0,0,100
3,84,8,8,150,159,149,164,219,223,2,0,0,8,0,0,0,0,0,0,101
5,59,8,8,129,138,149,164,219,223,2,0,0,8,0,0,0,0,0,0,101
3,52,6,11,135,151,149,164,219,223,4,0,0,6,0,0,0,0,0,0,100
3,59,8,8,129,138,149,164,219,223,2,0,0,8,0,0,0,0,0,0,101
3,84,8,8,150,159,149,164,219,223,2,0,0,8,0,0,0,0,0,0,101
3,59,8,8,129,138,149,164,219,223,2,0,0,8,0,0,0,0,0,0,102
3,54,8,8,140,141,149,164,219,223,2,0,0,8,0,0,0,0,0,0,101
3,59,1,8,129,138,149,164,219,223,10,0,0,1,0,0,0,0,0,0,102
5,49,8,8,149,154,149,164,219,223,2,0,0,8,0,0,0,0,0,0,101
1,59,1,8,129,138,149,164,219,223,10,0,0,1,0,0,0,0,0,0,102
1,52,1,8,135,151,149,164,219,223,10,0,0,1,0,0,0,0,0,0,101
0,84,1,13,150,159,149,164,219,223,11,0,0,1,0,0,0,0,0,0,141
1,54,8,8,140,141,149,164,219,223,2,0,0,8,0,0,0,0,0,0,102
3,52,8,8,135,151,149,164,219,223,2,0,0,8,0,0,0,0,0,0,101
3,59,8,8,129,138,149,164,219,223,2,0,0,8,0,0,0,0,0,0,102
8,52,1,10,135,151,149,164,219,223,10,0,0,1,0,0,0,0,0,0,101
1,59,1,10,129,138,149,164,219,223,9,0,0,1,0,0,0,0,0,0,101
1,84,9,10,150,159,149,164,219,223,2,0,0,9,0,0,0,0,0,0,101
3,49,7,9,149,154,149,164,219,223,2,0,0,7,0,0,0,0,0,0,101
1,54,1,20,140,141,149,164,219,223,18,0,0,1,0,0,0,0,0,0,91
0,84,8,10,150,159,149,164,219,223,4,0,0,8,0,0,0,0,0,0,92
3,49,6,11,149,154,149,164,219,223,5,0,0,6,0,0,0,0,0,0,92
0,54,2,11,140,141,149,164,219,223,10,0,0,2,0,0,0,0,0,0,141
3,84,8,10,150,159,149,164,219,223,2,0,0,8,0,0,0,0,0,0,92
5,54,7,9,140,141,149,164,219,223,2,0,0,7,0,0,0,0,0,0,93
3,59,1,9,129,138,149,164,219,223,9,0,0,1,0,0,0,0,0,0,93
1,54,1,9,140,141,149,164,219,223,9,0,0,1,0,0,0,0,0,0,93
1,59,1,9,129,138,149,164,219,223,9,0,0,1,0,0,0,0,0,0,93
1,52,7,9,135,151,149,164,219,223,2,0,0,7,0,0,0,0,0,0,93
5,49,7,9,149,154,149,164,219,223,2,0,0,7,0,0,0,0,0,0,93
3,59,1,9,129,138,149,164,219,223,9,0,0,1,0,0,0,1,0,0,93
3,54,7,9,140,141,149,164,219,223,2,0,0,7,0,0,0,0,0,0,93
3,59,1,9,129,138,149,164,219,223,9,0,0,1,0,0,0,0,0,0,93
3,84,7,9,150,159,149,164,219,223,2,0,0,7,0,0,0,0,0,0,93
3,84,7,9,150,159,149,164,219,223,2,0,0,7,0,0,0,0,0,0,93
3,59,1,9,129,138,149,164,219,223,9,0,0,1,0,0,0,0,0,0,93
3,84,30,38,150,159,149,164,219,223,9,0,0,0,0,0,0,30,0,0,64
5,84,10,11,150,159,149,164,219,223,3,0,0,10,0,0,0,0,0,0,91
1,84,1,10,150,159,149,164,219,223,10,0,0,1,0,0,0,0,0,0,91
3,49,9,10,149,154,149,164,219,223,2,0,0,9,0,0,0,0,0,0,91
1,59,11,21,129,138,149,164,219,223,11,0,0,0,0,0,0,11,0,0,80
8,52,1,11,135,151,149,164,219,223,11,0,0,1,0,0,0,0,0,0,90
5,54,6,7,140,141,149,164,219,223,4,0,0,6,0,0,0,0,0,0,92
5,52,10,10,135,151,149,164,219,223,1,0,0,10,0,0,0,0,0,0,91
3,84,8,11,150,159,149,164,219,223,5,0,0,8,0,0,0,0,0,0,82
3,84,2,0,150,159,149,164,219,223,1,0,0,2,0,0,0,0,0,0,92
8,49,7,9,149,154,149,164,219,223,2,0,0,7,0,0,0,0,0,0,141
1,52,1,11,135,151,149,164,219,223,11,0,0,1,0,0,0,0,0,0,82
3,59,3,6,129,138,149,164,219,223,4,0,0,3,0,0,0,0,0,0,87
5,49,7,9,149,154,149,164,219,223,2,0,0,7,0,0,0,0,0,0,141
3,54,8,11,140,141,149,164,219,223,4,0,0,8,0,0,0,0,0,0,82
1,54,1,31,140,141,149,164,219,223,31,0,0,1,0,0,0,0,0,0,62
3,84,1,11,150,159,149,164,219,223,11,0,0,1,0,0,0,0,0,0,82
3,84,1,11,150,159,149,164,219,223,11,0,0,1,0,0,0,0,0,0,82
1,59,7,11,129,138,149,164,219,223,5,0,0,7,0,0,0,0,0,0,82
3,59,1,31,129,138,149,164,219,223,31,0,0,1,0,0,0,0,0,0,62
3,59,1,13,129,138,149,164,219,223,13,0,0,1,0,0,0,0,0,0,80
0,52,7,9,135,151,149,164,219,223,2,0,0,7,0,0,0,0,0,0,141
5,49,8,11,149,154,149,164,219,223,4,0,0,8,0,0,0,0,0,0,82
5,54,8,11,140,141,149,164,219,223,4,0,0,8,0,0,0,0,0,0,82
5,54,4,9,140,141,149,164,219,223,7,0,0,4,0,0,0,0,0,0,81
3,84,4,9,150,159,149,164,219,223,7,0,0,4,0,0,0,0,0,0,81
3,84,8,11,150,159,149,164,219,223,3,0,0,8,0,0,0,0,0,0,82
3,49,9,11,149,154,149,164,219,223,3,0,0,9,0,0,0,0,0,0,81
3,84,9,11,150,159,149,164,219,223,3,0,0,9,0,0,0,0,0,0,81
5,52,7,7,135,151,149,164,219,223,3,0,0,7,0,0,0,0,0,0,81
5,84,7,7,150,159,149,164,219,223,3,0,0,7,0,0,0,0,0,0,81
0,54,8,9,140,141,149,164,219,223,2,0,0,8,0,0,0,0,0,0,141
1,54,5,8,140,141,149,164,219,223,5,0,0,5,0,0,0,0,0,0,82
3,49,7,8,149,154,149,164,219,223,4,0,0,7,0,0,0,0,0,0,81
3,59,1,96,129,138,149,164,219,223,98,0,0,1,0,0,0,0,0,0,52
1,84,3,12,150,159,149,164,219,223,9,0,0,0,0,0,0,3,0,0,40.5
1,59,5,10,129,138,149,164,219,223,6,0,0,5,0,0,0,0,0,0,81
8,52,5,10,135,151,149,164,219,223,6,0,0,5,0,0,0,0,0,0,81
3,59,8,9,129,138,149,164,219,223,2,0,0,8,0,0,0,0,0,0,141
3,84,1,2,150,159,149,164,219,223,4,0,0,1,0,0,0,0,0,0,82
3,54,7,10,140,141,149,164,219,223,6,0,0,6,0,0,0,0,0,0,71
3,49,1,14,149,154,149,164,219,223,12,0,0,1,0,0,0,0,0,0,71
3,59,4,9,129,138,149,164,219,223,5,0,0,4,0,0,0,0,0,0,141
3,84,9,11,150,159,149,164,219,223,2,0,0,9,0,0,0,0,0,0,71
3,84,78,80,150,159,149,164,219,223,2,0,0,9.5,0,0,0,60,0,0,2
3,28,1,11,51,61,149,164,219,223,10,0,0,1,0,0,0,0,0,0,71
3,84,44,45,150,159,149,164,219,223,2,0,0,18.5,0,0,0,6,0,0,36
3,54,6,10,140,141,149,164,219,223,4,0,0,6,0,0,0,0,0,0,72
3,84,1,11,150,159,149,164,219,223,10,0,0,1,0,0,0,0,0,0,71
3,84,1,11,150,159,149,164,219,223,10,0,0,1,0,0,0,0,0,0,71
3,59,1,66,129,138,149,164,219,223,68,0,0,1,0,0,0,0,0,0,82
5,49,6,10,149,154,149,164,219,223,4,0,0,6,0,0,0,0,0,0,72
3,54,7,11,140,141,149,164,219,223,4,0,0,6,0,0,0,0,0,0,71
3,59,1,10,129,138,149,164,219,223,10,0,0,1,0,0,0,0,0,0,72
0,59,5,9,129,138,149,164,219,223,5,0,0,5,0,0,0,0,0,0,141
1,59,5,10,129,138,149,164,219,223,5,0,0,5,0,0,0,0,0,0,72
1,52,1,10,135,151,149,164,219,223,10,0,0,1,0,0,0,0,0,0,72
3,84,1,11,150,159,149,164,219,223,10,0,0,1,0,0,0,0,0,0,71
5,54,9,13,140,141,149,164,219,223,3,0,0,9,0,0,0,0,0,0,71
3,84,1,13,150,159,149,164,219,223,11,0,0,1,0,0,0,0,0,0,71
5,84,8,10,150,159,149,164,219,223,3,0,0,8,0,0,0,0,0,0,71
0,84,8,9,150,159,149,164,219,223,2,0,0,8,0,0,0,0,0,0,141
1,54,1,8,140,141,149,164,219,223,9,0,0,1,0,0,0,0,0,0,71
8,52,8,7,135,151,149,164,219,223,2,0,0,8,0,0,0,0,0,0,72
3,84,1,8,150,159,149,164,219,223,10,0,0,1,0,0,0,0,0,0,72
1,54,1,8,140,141,149,164,219,223,9,0,0,1,0,0,0,0,0,0,71
0,52,1,39,135,151,149,164,219,223,39,0,0,1,0,0,0,0,0,0,40
0,54,1,20,140,141,149,164,219,223,18,0,0,1,0,0,0,0,0,0,60
3,54,15,15,140,141,149,164,219,223,1,0,0,7,0,0,0,1,0,0,61
3,54,7,9,140,141,149,164,219,223,2,0,0,7,0,0,0,0,0,0,141
3,28,1,2,51,61,149,164,219,223,2,0,0,1,0,0,0,0,0,0,74
3,84,1,24,150,159,149,164,219,223,24,0,0,1,0,0,0,0,0,0,50
2,28,1,11,51,61,149,164,219,223,13,0,0,1,0,0,0,0,0,0,61
0,28,1,14,51,61,149,164,219,223,14,0,0,1,0,0,0,0,0,0,61
0,28,1,10,51,61,149,164,219,223,12,0,0,-2,0,0,0,0,0,0,61
5,28,1,4,51,61,149,164,219,223,3,0,0,1,0,0,0,0,0,0,71
8,52,7,14,135,151,149,164,219,223,5,0,0,7,0,0,0,0,0,0,60
0,52,1,24,135,151,149,164,219,223,22,0,0,1,0,0,0,0,0,0,140
1,59,1,11,129,138,149,164,219,223,11,0,0,1,0,0,0,0,0,0,62
0,1,1,21,1,21,149,164,219,223,21,0,0,1,0,0,0,0,0,0,52
5,49,8,10,149,154,149,164,219,223,2,0,0,8,0,0,0,0,0,0,62
3,59,1,54,129,138,149,164,219,223,52,0,0,1,0,0,0,0,0,0,20
3,84,6,9,150,159,149,164,219,223,3,0,0,3.5,0,0,0,0,0,0,63
5,84,7,9,150,159,149,164,219,223,2,0,0,7,0,0,0,0,0,0,62
3,54,8,9,140,141,149,164,219,223,2,0,0,8,0,0,0,0,0,0,62
5,54,8,8,140,141,149,164,219,223,2,0,0,8,0,0,0,0,0,0,61
3,84,8,12,150,159,149,164,219,223,2,0,0,8,0,0,0,0,0,0,63
5,49,9,8,149,154,149,164,219,223,2,0,0,9,0,0,0,0,0,0,61
5,28,9,8,51,61,149,164,219,223,2,0,0,9,0,0,0,0,0,0,61
0,52,8,7,135,151,149,164,219,223,2,0,0,8,0,0,0,0,0,0,62
3,59,1,77,129,138,149,164,219,223,78,0,0,1,0,0,0,0,0,0,71
2,2,3,10,41,47,149,164,219,223,7,0,0,3,0,0,0,0,0,0,61
3,54,6,19,140,141,149,164,219,223,14,0,0,6,0,0,0,0,0,0,51
3,84,2,69,150,159,149,164,219,223,66,0,0,2,0,0,0,0,0,0,1
3,84,1,26,150,159,149,164,219,223,26,0,0,1,0,0,0,0,0,0,41
0,49,1,15,149,154,149,164,219,223,15,0,0,1,0,0,0,0,0,0,134
3,28,1,3,51,61,149,164,219,223,5,0,0,1,0,0,0,0,0,0,62
