Story Points,Epic Size,Story Cycle Time (Bus. Days),Story Lead Time (Bus. Days),Epic Cycle Time (Bus. Days),Epic Lead Time (Bus. Days),Feature Cycle Time (Bus. Days),Feature Lead Time (Bus. Days),Theme Cycle Time (Bus. Days),Theme Lead Time (Bus. Days),To Do,Data analysis,Ready for Dev,In Progress,In Dev,In Test,Test Failed,In Review,Blocked,Ready for Test,Story Done
0,19,9,17,33,51,33,51,73,89,10,0,0,3,0,0,0,0,0,0,67
0,19,7,17,33,51,33,51,73,89,12,0,0,7,0,0,0,0,0,0,67
0,19,1,10,33,51,33,51,73,89,10,0,0,1,0,0,0,0,0,0,76
0,19,6,16,33,51,33,51,73,89,10,0,0,2,0,0,0,0,0,0,70
0,19,7,16,33,51,33,51,73,89,12,0,0,1,0,0,0,0,0,0,67
0,19,10,12,33,51,33,51,73,89,4,0,0,9,0,0,0,0,0,0,67
0,19,9,10,33,51,33,51,73,89,4,0,0,1,0,0,0,0,0,0,67
0,19,21,24,33,51,33,51,73,89,4,0,0,5,0,0,0,0,0,0,55
0,19,6,9,33,51,33,51,73,89,1,0,0,3,0,0,0,0,0,0,70
0,19,4,8,33,51,33,51,73,89,7,0,0,3,0,0,0,0,0,0,67
0,19,4,7,33,51,33,51,73,89,4,0,0,4,0,0,0,0,0,0,69
0,19,3,20,33,51,33,51,73,89,17,0,0,2,0,0,0,0,0,0,73
0,19,1,33,33,51,33,51,73,89,35,0,0,1,0,0,0,0,0,0,42
0,19,7,26,33,51,33,51,73,89,20,0,0,7,0,0,0,0,0,0,67
0,19,7,26,33,51,33,51,73,89,20,0,0,7,0,0,0,0,0,0,67
3,7,29,35,60,64,60,64,115,144,6,0,0,29,0,0,0,0,0,0,46
2,17,1,35,4,35,60,64,115,144,33,0,0,1,0,0,0,0,0,0,46
3,35,8,15,67,68,109,109,115,144,5,0,0,8,0,0,0,1,0,0,66
2,5,2,35,11,35,45,71,115,144,34,0,0,1,0,0,0,0,0,0,43
0,35,1,5,67,68,109,109,115,144,3,0,0,1,0,0,0,0,0,0,76
0,35,1,5,67,68,109,109,115,144,3,0,0,1,0,0,0,0,0,0,76
0,35,1,5,67,68,109,109,115,144,3,0,0,1,0,0,0,0,0,0,76
0,35,1,5,67,68,109,109,115,144,3,0,0,1,0,0,0,0,0,0,76
8,13,1,29,25,29,37,40,115,144,27,0,0,1,0,0,0,0,0,0,51
8,13,9,11,25,29,37,40,115,144,3,0,0,6,0,0,0,3,0,0,67
8,4,7,10,16,21,76,96,115,144,4,0,0,7,0,0,0,0,0,0,67
5,4,9,11,16,21,76,96,115,144,3,0,0,1,0,0,0,0,0,0,67
8,13,1,29,25,29,37,40,115,144,27,0,0,1,0,0,0,0,0,0,51
0,1,1,33,1,33,1,33,115,144,33,0,0,1,0,0,0,0,0,0,44
0,1,1,33,1,33,109,109,115,144,33,0,0,1,0,0,0,0,0,0,44
9,5,3,28,11,35,45,71,115,144,24,0,0,3.5,0,0,0,0,0,0,1
1,8,3,50,25,58,45,71,115,144,48,0,0,1,0,0,0,0,0,0,27
5,35,8,9,67,68,109,109,115,144,2,0,0,7,0,0,0,0,0,0,68
3,2,5,50,22,70,45,71,115,144,46,0,0,5,0,0,0,0,0,0,27
8,35,9,10,67,68,109,109,115,144,2,0,0,9,0,0,0,0,0,0,67
0,35,1,3,67,68,109,109,115,144,1,0,0,1,0,0,0,0,0,0,76
0.5,23,2,48,23,76,76,96,115,144,47,0,0,1,0,0,0,0,0,0,29
8,35,1,33,67,68,109,109,115,144,21,0,0,1,0,0,0,0,0,0,12
3,35,1,33,67,68,109,109,115,144,19,0,0,1,0,0,0,4,0,0,16
5,35,1,33,67,68,109,109,115,144,19.5,0,0,1,0,0,0,0,0,0,16
4,35,1,33,67,68,109,109,115,144,20.5,0,0,1,0,0,0,0,0,0,16
2,35,6,30,67,68,109,109,115,144,25,0,0,6,0,0,0,0,0,0,47
5,35,1,28,67,68,109,109,115,144,25,0,0,1,0,0,0,0,0,0,51
0.5,6,2,64,19,72,84,89,115,144,66,0,0,1.5,0,0,0,0,0,0,12
0.5,23,1,74,10,77,84,89,115,144,77,0,0,1,0,0,0,0,0,0,2
3,35,5,6,67,68,109,109,115,144,2,0,0,3,0,0,0,0,0,0,71
8,9,3,10,50,50,109,109,115,144,8,0,0,3,0,0,0,0,0,0,66
3,35,5,24,67,68,109,109,115,144,18,0,0,2,0,0,0,0,0,0,51
10,15,1,35,10,35,37,40,115,144,35,0,0,1,0,0,0,0,0,0,38
0,17,1,25,4,35,60,64,115,144,23,0,0,1,0,0,0,0,0,0,46
0,17,1,25,4,35,60,64,115,144,23,0,0,1,0,0,0,0,0,0,46
0,17,1,20,4,35,60,64,115,144,22,0,0,1,0,0,0,0,0,0,47
0,17,1,20,4,35,60,64,115,144,22,0,0,1,0,0,0,0,0,0,47
0,17,1,20,4,35,60,64,115,144,22,0,0,1,0,0,0,0,0,0,47
0,17,1,25,4,35,60,64,115,144,22,0,0,1,0,0,0,0,0,0,46
0,17,1,25,4,35,60,64,115,144,23,0,0,1,0,0,0,0,0,0,46
5,7,6,20,52,56,84,89,115,144,15,0,0,6,0,0,0,0,0,0,24
2,13,1,16,25,29,37,40,115,144,16,0,0,1,0,0,0,0,0,0,51
13,13,1,16,25,29,37,40,115,144,16,0,0,1,0,0,0,0,0,0,51
5,13,1,16,25,29,37,40,115,144,16,0,0,1,0,0,0,0,0,0,51
13,13,1,16,25,29,37,40,115,144,16,0,0,1,0,0,0,0,0,0,51
13,13,1,16,25,29,37,40,115,144,16,0,0,1,0,0,0,0,0,0,51
13,13,1,16,25,29,37,40,115,144,16,0,0,1,0,0,0,0,0,0,51
3,13,1,15,25,29,37,40,115,144,15,0,0,1,0,0,0,0,0,0,51
10,13,1,15,25,29,37,40,115,144,15,0,0,1,0,0,0,0,0,0,51
10,13,1,15,25,29,37,40,115,144,15,0,0,1,0,0,0,0,0,0,51
5,4,4,17,17,31,84,89,115,144,15,0,0,4,0,0,0,0,0,0,47
0.5,17,1,65,10,77,84,89,115,144,65,0,0,1,0,0,0,0,0,0,1
0,17,1,17,4,35,60,64,115,144,19,0,0,1,0,0,0,0,0,0,47
0.5,6,4,55,19,72,84,89,115,144,26,0,0,1,0,0,0,0,0,0,11
0,17,1,17,4,35,60,64,115,144,19,0,0,1,0,0,0,0,0,0,47
0.5,17,1,61,10,77,84,89,115,144,30.5,0,0,1,0,0,0,0,0,0,5
0,17,1,17,4,35,60,64,115,144,19,0,0,1,0,0,0,0,0,0,47
5,3,4,17,46,61,84,89,115,144,15,0,0,2.5,0,0,0,0,0,0,47
0,17,1,20,4,35,60,64,115,144,20,0,0,1,0,0,0,0,0,0,46
0,17,1,20,4,35,60,64,115,144,20,0,0,1,0,0,0,0,0,0,46
0,15,1,16,10,35,37,40,115,144,18,0,0,1,0,0,0,0,0,0,47
3,15,1,16,10,35,37,40,115,144,18,0,0,1,0,0,0,0,0,0,47
0,15,1,16,10,35,37,40,115,144,18,0,0,1,0,0,0,0,0,0,47
0,15,1,20,10,35,37,40,115,144,20,0,0,1,0,0,0,0,0,0,46
0,17,1,20,4,35,60,64,115,144,20,0,0,1,0,0,0,0,0,0,46
0,15,1,16,10,35,37,40,115,144,18,0,0,1,0,0,0,0,0,0,47
0,17,1,20,4,35,60,64,115,144,20,0,0,1,0,0,0,0,0,0,46
0,17,1,20,4,35,60,64,115,144,20,0,0,1,0,0,0,0,0,0,46
0,17,1,20,4,35,60,64,115,144,20,0,0,1,0,0,0,0,0,0,46
0,15,1,26,10,35,37,40,115,144,28,0,0,1,0,0,0,0,0,0,38
0,15,1,26,10,35,37,40,115,144,28,0,0,1,0,0,0,0,0,0,38
5,4,6,56,16,66,16,66,115,144,50,0,0,5,0,0,0,0,0,0,89
0,15,1,26,10,35,37,40,115,144,28,0,0,1,0,0,0,0,0,0,38
0,15,1,26,10,35,37,40,115,144,28,0,0,1,0,0,0,0,0,0,38
0,15,1,26,10,35,37,40,115,144,28,0,0,1,0,0,0,0,0,0,38
0,15,1,26,10,35,37,40,115,144,28,0,0,1,0,0,0,0,0,0,38
5,15,1,16,10,35,37,40,115,144,18,0,0,1,0,0,0,0,0,0,47
0,15,1,26,10,35,37,40,115,144,28,0,0,1,0,0,0,0,0,0,38
0,15,1,26,10,35,37,40,115,144,28,0,0,1,0,0,0,0,0,0,38
2,7,4,24,52,56,84,89,115,144,20,0,0,4,0,0,0,0,0,0,40
0,7,1,20,26,53,109,109,115,144,20,0,0,1,0,0,0,0,0,0,44
2,3,1,25,46,61,84,89,115,144,27,0,0,1,0,0,0,0,0,0,37
0.5,23,1,60,10,77,84,89,115,144,60,0,0,1,0,0,0,0,0,0,4
1,23,2,55,10,77,84,89,115,144,56,0,0,2,0,0,0,0,0,0,7
5,13,14,14,25,29,37,40,115,144,7.5,0,0,1,0,0,0,0,0,0,51
5,4,5,14,5,16,51,74,115,144,10,0,0,5,0,0,0,0,0,0,50
3,4,2,16,5,16,51,74,115,144,15,0,0,1,0,0,0,0,0,0,47
1,4,1,14,5,16,51,74,115,144,14,0,0,1,0,0,0,0,0,0,50
2,21,7,54,42,74,51,74,115,144,48,0,0,2.5,0,0,0,0,0,0,10
2,23,5,30,23,76,76,96,115,144,28,0,0,5,0,0,0,0,0,0,27
2,23,1,10,23,76,76,96,115,144,8,0,0,1,0,0,0,0,0,0,51
0.5,23,1,10,23,76,76,96,115,144,8,0,0,1,0,0,0,0,0,0,51
1,23,1,10,23,76,76,96,115,144,12,0,0,1,0,0,0,0,0,0,47
5,1,6,56,6,56,16,66,115,144,50,0,0,3,0,0,0,0,0,0,89
3,23,4,5,23,76,76,96,115,144,2,0,0,3,0,0,0,0,0,0,47
3,5,4,2,11,35,45,71,115,144,1,0,0,4,0,0,0,0,0,0,47
0,23,1,15,23,76,76,96,115,144,15,0,0,1,0,0,0,0,0,0,43
2,5,3,2,11,35,45,71,115,144,2,0,0,1,0,0,0,0,0,0,47
2,5,4,2,11,35,45,71,115,144,1,0,0,3,0,0,0,0,0,0,47
1,4,3,1,5,16,51,74,115,144,1,0,0,3,0,0,0,0,0,0,47
1,23,7,11,23,76,76,96,115,144,5,0,0,5,0,0,0,0,0,0,16.5
2,23,4,20,23,76,76,96,115,144,16,0,0,4,0,0,0,0,0,0,29
2,8,10,10,25,58,45,71,115,144,3,0,0,3,0,0,0,0,0,0,37
2,8,9,10,25,58,45,71,115,144,3,0,0,7,0,0,0,0,0,0,37
2,21,3,9,42,74,51,74,115,144,4,0,0,1,0,0,0,0,0,0,41
1,21,4,9,42,74,51,74,115,144,4,0,0,1,0,0,0,0,0,0,41
2,21,31,35,42,74,51,74,115,144,4,0,0,2.5,0,0,0,15,0,0,14
1,21,4,9,42,74,51,74,115,144,4,0,0,1,0,0,0,0,0,0,41
0,7,1,6,52,56,84,89,115,144,6,0,0,1,0,0,0,0,0,0,40
3,8,9,17,25,58,45,71,115,144,11,0,0,6,0,0,0,0,0,0,27
3,8,9,25,25,58,45,71,115,144,17,0,0,6,0,0,0,0,0,0,21
0,2,1,63,45,63,45,79,115,144,61,0,0,1,0,0,0,0,0,0,66
0,7,1,27,26,53,109,109,115,144,27,0,0,1,0,0,0,0,0,0,44
0,7,1,27,26,53,109,109,115,144,27,0,0,1,0,0,0,0,0,0,44
0,7,1,27,26,53,109,109,115,144,27,0,0,1,0,0,0,0,0,0,44
0,7,1,27,26,53,109,109,115,144,27,0,0,1,0,0,0,0,0,0,44
0,7,1,27,26,53,109,109,115,144,27,0,0,1,0,0,0,0,0,0,44
5,2,18,35,22,70,45,71,115,144,3,0,0,1,0,0,0,0,0,0,7
3,2,9,30,9,30,45,71,115,144,20,0,0,6,0,0,0,0,0,0,16
0.5,6,4,31,19,72,84,89,115,144,15,0,0,1.5,0,0,0,0,0,0,12
10,23,6,6,23,76,76,96,115,144,1,0,0,5,0,0,0,0,0,0,38
10,23,6,6,23,76,76,96,115,144,1,0,0,3,0,0,0,0,0,0,38
10,23,4,6,23,76,76,96,115,144,2,0,0,3,0,0,0,0,0,0,38
10,23,1,6,23,76,76,96,115,144,5,0,0,1,0,0,0,0,0,0,38
10,23,6,6,23,76,76,96,115,144,1,0,0,5,0,0,0,0,0,0,38
1,23,2,3,23,76,76,96,115,144,1,0,0,2,0,0,0,0,0,0,40
0.5,23,2,11,23,76,76,96,115,144,12,0,0,1,0,0,0,0,0,0,27
0.5,23,1,12,23,76,76,96,115,144,11,0,0,1,0,0,0,0,0,0,29
0.5,23,1,11,23,76,76,96,115,144,12,0,0,1,0,0,0,0,0,0,28
3,8,4,5,25,58,45,71,115,144,2,0,0,2,0,0,0,0,0,0,31
1,23,2,1,23,76,76,96,115,144,2,0,0,2,0,0,0,0,0,0,33
1,23,2,7,23,76,76,96,115,144,6,0,0,1,0,0,0,0,0,0,29
1,23,5,6,23,76,76,96,115,144,3.5,0,0,1,0,0,0,0,0,0,28
2,4,1,1,17,31,84,89,115,144,2,0,0,1,0,0,0,0,0,0,32
2,23,5,5,23,76,76,96,115,144,1,0,0,4,0,0,0,0,0,0,30
5,21,15,26,42,74,51,74,115,144,10,0,0,5,0,0,0,0,0,0,7
2,9,13,27,16,26,76,96,115,144,4,0,0,2,0,0,0,0,0,0,8
0.5,3,2,32,46,61,84,89,115,144,31,0,0,1,0,0,0,0,0,0,3
0,6,8,15,19,72,84,89,115,144,8,0,0,8,0,0,0,0,0,0,15
0,23,1,21,10,77,84,89,115,144,21,0,0,1,0,0,0,0,0,0,8
3,9,15,20,16,26,76,96,115,144,3.5,0,0,1,0,0,0,0,0,0,8
3,3,10,12,10,12,45,71,115,144,4,0,0,2,0,0,0,2,0,0,14
3,4,4,18,2,25,84,89,115,144,9.5,0,0,1,0,0,0,0,0,0,7
0,17,1,16,10,77,84,89,115,144,18,0,0,1,0,0,0,0,0,0,8
1,9,14,13,16,26,76,96,115,144,2.5,0,0,1,0,0,0,1,0,0,12
1,9,1,0,16,26,76,96,115,144,0,0,0,-2,0,0,0,0,0,0,16
5,9,3,7,16,26,76,96,115,144,5,0,0,3,0,0,0,0,0,0,9
5,9,2,3,16,26,76,96,115,144,1,0,0,2,0,0,0,0,0,0,14
3,9,4,2,16,26,76,96,115,144,1,0,0,3,0,0,0,0,0,0,12
2,9,1,1,16,26,76,96,115,144,1,0,0,1,0,0,0,0,0,0,14
1,9,5,6,16,26,76,96,115,144,2,0,0,1,0,0,0,0,0,0,7
5,5,8,6,17,17,109,109,115,144,1,0,0,6,0,0,0,1,0,0,107
2,21,3,2,42,74,51,74,115,144,2,0,0,2,0,0,0,0,0,0,3
5,5,7,5,17,17,109,109,115,144,1,0,0,5,0,0,0,0,0,0,107
5,9,7,5,50,50,109,109,115,144,1,0,0,7,0,0,0,0,0,0,107
0.5,17,1,1,10,77,84,89,115,144,2,0,0,1,0,0,0,0,0,0,3
1,9,7,5,50,50,109,109,115,144,1,0,0,5,0,0,0,0,0,0,107
0.5,23,2,5,10,77,84,89,115,144,2,0,0,1,0,0,0,0,0,0,1
0.5,23,1,2,10,77,84,89,115,144,1,0,0,1,0,0,0,0,0,0,1
0,11,17,17,79,79,109,109,115,144,1,0,0,3,0,0,0,6.5,0,0,98
5,4,9,59,16,66,16,66,115,144,50,0,0,5,0,0,0,0,0,0,86
8,2,13,12,45,63,45,79,115,144,2,0,0,3.5,0,0,0,5,0,0,97
5,5,3,2,17,17,109,109,115,144,1,0,0,3,0,0,0,0,0,0,107
1,5,2,5,17,17,109,109,115,144,4,0,0,1,0,0,0,0,0,0,103
0,11,1,64,79,79,109,109,115,144,64,0,0,1,0,0,0,0,0,0,44
3,7,25,28,60,64,60,64,115,144,3,0,0,21,0,0,0,5,0,0,80
5,7,3,21,60,64,60,64,115,144,19,0,0,2,0,0,0,0,0,0,87
5,7,5,31,60,64,60,64,115,144,26,0,0,4,0,0,0,0,0,0,77
8,7,1,33,60,64,60,64,115,144,31,0,0,1,0,0,0,0,0,0,76
5,3,1,72,17,76,17,76,115,144,71,0,0,1,0,0,0,0,0,0,73
5,35,8,6,67,68,109,109,115,144,1,0,0,3.5,0,0,0,2,0,0,98
5,35,3,2,67,68,109,109,115,144,1,0,0,3,0,0,0,0,0,0,103
3,5,7,6,17,17,109,109,115,144,2,0,0,6,0,0,0,0,0,0,98
1,9,4,24,50,50,109,109,115,144,20,0,0,2,0,0,0,0,0,0,81
3,35,9,19,67,68,109,109,115,144,10,0,0,9,0,0,0,0,0,0,86
0.5,23,2,77,23,76,76,96,115,144,76,0,0,1,0,0,0,0,0,0,28
1,35,3,2,67,68,109,109,115,144,1,0,0,2,0,0,0,0,0,0,98
0,35,11,12,67,68,109,109,115,144,2,0,0,4,0,0,0,0,0,0,89
5,9,16,18,50,50,109,109,115,144,3,0,0,14,0,0,0,0,0,0,84
1,9,5,12,50,50,109,109,115,144,8,0,0,5,0,0,0,0,0,0,89
5,11,12,19,79,79,109,109,115,144,8,0,0,1,0,0,0,1,0,0,81
0,11,1,56,79,79,109,109,115,144,56,0,0,1,0,0,0,0,0,0,44
0,11,1,55,79,79,109,109,115,144,55,0,0,1,0,0,0,0,0,0,44
5,35,3,12,67,68,109,109,115,144,5.5,0,0,1.5,0,0,0,1,0,0,83
0,35,1,17,67,68,109,109,115,144,19,0,0,1,0,0,0,0,0,0,77
5,3,7,11,17,76,17,76,115,144,7,0,0,3.5,0,0,0,0,0,0,77
5,4,7,11,16,66,16,66,115,144,6,0,0,7,0,0,0,0,0,0,78
0,4,1,12,16,66,16,66,115,144,14,0,0,1,0,0,0,0,0,0,77
2,35,7,12,67,68,109,109,115,144,5,0,0,2.5,0,0,0,0,0,0,78
3,9,13,19,50,50,109,109,115,144,7,0,0,1,0,0,0,8,0,0,71
2,9,2,6,50,50,109,109,115,144,5,0,0,1,0,0,0,0,0,0,84
3,35,4,6,67,68,109,109,115,144,5,0,0,1,0,0,0,0,0,0,82
5,7,7,9,52,56,84,89,115,144,3,0,0,7,0,0,0,0,0,0,78
5,4,8,11,16,21,76,96,115,144,3,0,0,7,0,0,0,0,0,0,77
5,4,8,11,16,21,76,96,115,144,3,0,0,8,0,0,0,0,0,0,77
8,7,34,36,52,56,84,89,115,144,13.5,0,0,2.5,0,0,0,7,0,0,51
3,35,19,17,67,68,109,109,115,144,1,0,0,1,0,0,0,8,0,0,67
8,35,8,10,67,68,109,109,115,144,2,0,0,1.5,0,0,0,1,0,0,76
5,3,19,17,17,76,17,76,115,144,5.5,0,0,2.5,0,0,0,1,0,0,67
2,7,1,4,60,64,60,64,115,144,3,0,0,1,0,0,0,0,0,0,78
3,7,9,12,60,64,60,64,115,144,5,0,0,9,0,0,0,0,0,0,67
0,13,1,90,63,116,63,116,306,310,90,0,0,1,0,0,0,0,0,0,40
5,13,4,7,63,116,63,116,306,310,3,0,0,3,0,0,0,0,0,0,74
8,13,16,40,63,116,63,116,306,310,25,0,0,1,0,0,0,0,0,0,40
3,13,50,62,63,116,63,116,306,310,12,0,0,1,0,0,0,0,0,0,18
8,13,2,30,63,116,63,116,306,310,29,0,0,2,0,0,0,0,0,0,34
3,13,1,2,63,116,63,116,306,310,2,0,0,1,0,0,0,0,0,0,34
3,13,1,6,63,116,63,116,306,310,8,0,0,1,0,0,0,0,0,0,28
3,13,16,16,63,116,63,116,306,310,1,0,0,16,0,0,0,0,0,0,14
0,12,1,21,139,152,214,219,219,223,21,0,0,1,0,0,0,0,0,0,138
0,12,8,20,139,152,214,219,219,223,13,0,0,4,0,0,0,0,0,0,140
0,12,1,2,18,21,214,219,219,223,4,0,0,1,0,0,0,0,0,0,156
8,24,137,150,202,217,214,219,219,223,7.5,0,0,8,0,0,0,2,0,0,10
0,12,9,21,18,21,214,219,219,223,13,0,0,9,0,0,0,0,0,0,70
0,12,18,21,18,21,214,219,219,223,4,0,0,18,0,0,0,0,0,0,139
0,12,9,21,18,21,214,219,219,223,13,0,0,9,0,0,0,0,0,0,139
0,12,8,20,18,21,214,219,219,223,13,0,0,4,0,0,0,0,0,0,140
0,12,1,11,18,21,214,219,219,223,13,0,0,1,0,0,0,0,0,0,147
0,21,5,21,166,180,214,219,219,223,17,0,0,4,0,0,0,0,0,0,139
0,24,1,11,202,217,214,219,219,223,13,0,0,1,0,0,0,0,0,0,147
2,35,106,108,210,215,214,219,219,223,1,0,0,105,0,0,0,0,0,0,51
0,10,1,1,145,145,214,219,219,223,1,0,0,1,0,0,0,0,0,0,156
13,10,19,29,145,145,214,219,219,223,6,0,0,1,0,0,0,19,0,0,127
0,35,6,6,210,215,214,219,219,223,3,0,0,6,0,0,0,0,0,0,142
0,35,1,12,210,215,214,219,219,223,12,0,0,1,0,0,0,0,0,0,138
8,26,34,36,130,163,214,219,219,223,2,0,0,4.5,0,0,0,0,0,0,111
13,21,12,16,166,180,214,219,219,223,4,0,0,12,0,0,0,0,0,0,127
3,26,21,23,130,163,214,219,219,223,1,0,0,21,0,0,0,0,0,0,121
3,26,41,43,130,163,214,219,219,223,1,0,0,41,0,0,0,0,0,0,101
3,26,21,23,130,163,214,219,219,223,1,0,0,21,0,0,0,0,0,0,121
5,26,40,40,130,163,214,219,219,223,1,0,0,17,0,0,0,1,0,0,102
2,35,8,45,210,215,214,219,219,223,38,0,0,4.5,0,0,0,1,0,0,94
8,35,1,12,210,215,214,219,219,223,12,0,0,1,0,0,0,0,0,0,127
8,35,12,12,210,215,214,219,219,223,1,0,0,0,0,0,0,12,0,0,127
5,10,15,17,145,145,214,219,219,223,4,0,0,7,0,0,0,0,0,0,112
13,10,10,22,145,145,214,219,219,223,15,0,0,1.5,0,0,0,0,0,0,107
13,10,5,17,145,145,214,219,219,223,15,0,0,2,0,0,0,0,0,0,112
0,35,126,131,210,215,214,219,219,223,6,0,0,126,0,0,0,0,0,0,92
13,35,68,72,210,215,214,219,219,223,4,0,0,17.5,0,0,0,18,0,0,59
0,24,1,17,202,217,214,219,219,223,17,0,0,1,0,0,0,0,0,0,204
5,14,1,6,40,40,214,219,219,223,8,0,0,1,0,0,0,0,0,0,123
1,14,7,8,40,40,214,219,219,223,3,0,0,7,0,0,0,0,0,0,122
5,14,8,17,40,40,214,219,219,223,12,0,0,5,0,0,0,0,0,0,112
5,14,1,12,40,40,214,219,219,223,12,0,0,1,0,0,0,0,0,0,119
5,14,9,21,40,40,214,219,219,223,12,0,0,7,0,0,0,0,0,0,110
3,14,26,40,40,40,214,219,219,223,15,0,0,24,0,0,0,1,0,0,91
8,14,8,22,40,40,214,219,219,223,16,0,0,3,0,0,0,0,0,0,107
13,26,16,16,130,163,214,219,219,223,1,0,0,6.5,0,0,0,0,0,0,112
3,26,8,7,130,163,214,219,219,223,2,0,0,8,0,0,0,0,0,0,112
3,26,8,7,130,163,214,219,219,223,2,0,0,8,0,0,0,0,0,0,112
0,24,1,15,202,217,214,219,219,223,15,0,0,1,0,0,0,0,0,0,205
3,26,77,77,130,163,214,219,219,223,2,0,0,3,0,0,0,66,0,0,42
3,26,13,12,130,163,214,219,219,223,2,0,0,13,0,0,0,0,0,0,107
21,24,1,63,202,217,214,219,219,223,65,0,0,1,0,0,0,0,0,0,76.5
1,35,67,70,210,215,214,219,219,223,4,0,0,53,0,0,0,0,0,0,41
3,35,3,23,210,215,214,219,219,223,19,0,0,3,0,0,0,0,0,0,91
3,35,51,53,210,215,214,219,219,223,2,0,0,1,0,0,0,0,0,0,55
4,19,13,24,185,200,214,219,219,223,12,0,0,13,0,0,0,0,0,0,80
34,21,62,76,166,180,214,219,219,223,17,0,0,62,0,0,0,0,0,0,143
21,21,67,82,166,180,214,219,219,223,15,0,0,67,0,0,0,0,0,0,139
2,21,1,15,166,180,214,219,219,223,15,0,0,33.5,0,0,0,0,0,0,2
2,19,34,41,185,200,214,219,219,223,8,0,0,13.5,0,0,0,0,0,0,61
8,19,18,41,185,200,214,219,219,223,24,0,0,13,0,0,0,5,0,0,61
3,19,10,51,185,200,214,219,219,223,42,0,0,8,0,0,0,0,0,0,52
1,19,5,31,185,200,214,219,219,223,27,0,0,5,0,0,0,0,0,0,71
1,19,4,13,185,200,214,219,219,223,10,0,0,1,0,0,0,0,0,0,89
13,19,29,58,185,200,214,219,219,223,29,0,0,16,0,0,0,0,0,0,45
5,14,14,31,86,93,214,219,219,223,18,0,0,14,0,0,0,0,0,0,71
8,14,4,45,86,93,214,219,219,223,41,0,0,4,0,0,0,0,0,0,29.5
2,14,10,51,86,93,214,219,219,223,42,0,0,7,0,0,0,0,0,0,52
3,14,10,45,86,93,214,219,219,223,35,0,0,10,0,0,0,0,0,0,58
1,14,5,14,86,93,214,219,219,223,8,0,0,5,0,0,0,0,0,0,91
8,14,27,63,86,93,214,219,219,223,37,0,0,5,0,0,0,11,0,0,39
0,35,13,15,210,215,214,219,219,223,1,0,0,13,0,0,0,0,0,0,205
1,21,7,9,166,180,214,219,219,223,3,0,0,7,0,0,0,0,0,0,94
1,21,8,10,166,180,214,219,219,223,3,0,0,7,0,0,0,0,0,0,93
1,14,7,9,40,40,214,219,219,223,3,0,0,7,0,0,0,0,0,0,94
1,14,8,10,40,40,214,219,219,223,3,0,0,7,0,0,0,0,0,0,93
1,10,5,21,145,145,214,219,219,223,17,0,0,6,0,0,0,0,0,0,37
1,10,7,31,145,145,214,219,219,223,25,0,0,3,0,0,0,0,0,0,71
3,24,4,13,202,217,214,219,219,223,10,0,0,4,0,0,0,0,0,0,89
3,24,3,14,202,217,214,219,219,223,10,0,0,3,0,0,0,0,0,0,91
3,14,3,61,35,96,214,219,219,223,59,0,0,2,0,0,0,0,0,0,41
1,13,5,74,90,98,214,219,219,223,68,0,0,3,0,0,0,0,0,0,31
2,2,1,68,1,68,214,219,219,223,67,0,0,1,0,0,0,0,0,0,35
3,13,5,10,90,98,214,219,219,223,5,0,0,5,0,0,0,0,0,0,89
0,26,56,58,130,163,214,219,219,223,1,0,0,56,0,0,0,0,0,0,41
3,24,5,9,202,217,214,219,219,223,5,0,0,1,0,0,0,0,0,0,80
5,24,6,8,202,217,214,219,219,223,1,0,0,4,0,0,0,0,0,0,81
8,35,5,6,210,215,214,219,219,223,2,0,0,4,0,0,0,0,0,0,75
5,35,3,8,210,215,214,219,219,223,7,0,0,3,0,0,0,0,0,0,71
5,24,10,12,202,217,214,219,219,223,2,0,0,1,0,0,0,0,0,0,69
1,26,26,26,130,163,214,219,219,223,1,0,0,17,0,0,0,0,0,0,55
5,21,17,26,166,180,214,219,219,223,10,0,0,17,0,0,0,0,0,0,55
8,26,2,12,130,163,214,219,219,223,10,0,0,2,0,0,0,1,0,0,69
2,35,9,8,210,215,214,219,219,223,1,0,0,5,0,0,0,0,0,0,71
3,35,8,6,210,215,214,219,219,223,1,0,0,8,0,0,0,0,0,0,71
0,26,24,24,130,163,214,219,219,223,1,0,0,24,0,0,0,0,0,0,55
3,26,60,65,130,163,214,219,219,223,4,0,0,27.5,0,0,0,0,0,0,16
13,19,10,24,185,200,214,219,219,223,10,0,0,0,0,0,0,0,0,0,56
5,10,5,3,145,145,214,219,219,223,1,0,0,1,0,0,0,0,0,0,71
0,10,61,60,145,145,214,219,219,223,1,0,0,61,0,0,0,0,0,0,78.5
1,35,1,0,210,215,214,219,219,223,2,0,0,1,0,0,0,0,0,0,71
2,35,15,19,210,215,214,219,219,223,2,0,0,1,0,0,0,0,0,0,50
4,35,10,14,210,215,214,219,219,223,4,0,0,5,0,0,0,0,0,0,56
2,14,27,31,86,93,214,219,219,223,4,0,0,7,0,0,0,21,0,0,35
0,35,130,160,210,215,214,219,219,223,31,0,0,130,0,0,0,0,0,0,58
2,21,2,4,166,180,214,219,219,223,1,0,0,2,0,0,0,0,0,0,60
2,6,9,16,40,47,214,219,219,223,8,0,0,6,0,0,0,0,0,0,46
